size,stength,density,c_P,time_c_P,time_train,c_V,time_c_V,c1_P,time_c1_P,c2_P,time_c2_P,c2_SOS,time_c2_SOS,c2_V,time_c2_V
10,0.1,4,"[(0.22430419921875, 1.9587516784667969), (0.09937286376953125, 1.3662338256835938), (0.12722015380859375, 1.4986038208007812), (0.15192031860351562, 1.6160964965820312), (0.3882408142089844, 2.7265548706054688), (0.3882408142089844, 2.7265548706054688), (0.5398750305175781, 3.4313201904296875), (0.10862350463867188, 1.4100074768066406), (0.15192031860351562, 1.6160964965820312), (0.13055801391601562, 1.5143394470214844)]",4.782334566116333,6.669463634490967,"[(0.203125, 0.838134765625), (0.1015625, 0.6630859375), (0.1015625, 0.67010498046875), (0.140625, 0.771728515625), (0.3125, 0.9033203125), (0.3125, 0.91943359375), (0.390625, 0.952392578125), (0.1171875, 0.6689453125), (0.140625, 0.7314453125), (0.1171875, 0.7103271484375)]",22827.419130802155,[0.02 0.01 0.01 0.01 0.04 0.04 0.05 0.01 0.01 0.01],21.193324089050293,[1.24 0.86 0.95 1.02 1.73 1.73 2.17 0.89 1.02 0.96],96.20796990394592,[0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08],164.82705664634705,[0.18 0.14 0.14 0.16 0.19 0.19 0.20 0.14 0.15 0.15],35736.327706336975
