size,stength,density,c_P,time_c_P,time_train,c_V,time_c_V,c1_P,time_c1_P,c2_P,time_c2_P,c2_SOS,time_c2_SOS,c2_V,time_c2_V
10,0.1,4,"[(0.22430419921875, 1.9587516784667969), (0.09937286376953125, 1.3662338256835938), (0.12722015380859375, 1.4986038208007812), (0.15192031860351562, 1.6160964965820312), (0.3882408142089844, 2.7265548706054688), (0.3882408142089844, 2.7265548706054688), (0.5398750305175781, 3.4313201904296875), (0.10862350463867188, 1.4100074768066406), (0.15192031860351562, 1.6160964965820312), (0.13055801391601562, 1.5143394470214844)]",4.7200493812561035,6.466289758682251,"[(0.19, 0.79), (0.1, 0.68), (0.12, 0.71), (0.14, 0.72), (0.31, 0.92), (0.3, 0.87), (0.39, 0.91), (0.12, 0.61), (0.14, 0.73), (0.13, 0.67)]",0.0,[0.02 0.01 0.01 0.01 0.04 0.04 0.05 0.01 0.01 0.01],21.00823712348938,[1.24 0.86 0.95 1.02 1.73 1.73 2.17 0.89 1.02 0.96],99.53386163711548,[0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09],184.22010827064514,[0.18 0.15 0.16 0.16 0.21 0.20 0.21 0.14 0.17 0.15],35831.05220770836
