size,stength,density,c_P,time_c_P,time_train,c_V,time_c_V,c1_P,time_c1_P,c2_P,time_c2_P,c2_SOS,time_c2_SOS,c2_V,time_c2_V
10,0.1,4,"[(0.22430419921875, 1.9587516784667969), (0.09937286376953125, 1.3662338256835938), (0.12722015380859375, 1.4986038208007812), (0.15192031860351562, 1.6160964965820312), (0.3882408142089844, 2.7265548706054688), (0.3882408142089844, 2.7265548706054688), (0.5398750305175781, 3.4313201904296875), (0.10862350463867188, 1.4100074768066406), (0.15192031860351562, 1.6160964965820312), (0.13055801391601562, 1.5143394470214844)]",4.725095748901367,6.065349817276001,"[(0.19, 0.74), (0.1, 0.65), (0.11, 0.66), (0.14, 0.64), (0.3, 0.88), (0.3, 0.82), (0.39, 0.92), (0.12, 0.59), (0.14, 0.68), (0.14, 0.6)]",0.0,[0.02 0.01 0.01 0.01 0.04 0.04 0.05 0.01 0.01 0.01],21.320963859558105,[1.24 0.86 0.95 1.02 1.73 1.73 2.17 0.89 1.02 0.96],99.79247093200684,[0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09 0.09],184.42201900482178,[0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00],2952.0513570308685
